token,ind_no,focus_condition,diortri,sandhi_tone,syntax_iniTone,sandhi_tone_var
老路,S6_44,citation,di,LMMH,M_LT,
新车,S6_45,citation,di,HMLL,M_HTp,
造船,S6_46,citation,di,LLMM,V_LT,
新房,S6_47,citation,di,HLLL,M_HTp,
黄花,S6_48,citation,di,LLLM,M_LT,
老房,S6_49,citation,di,LLLM,M_LT,
开门,S6_50,citation,di,LLMM,V_HTp,
新路,S6_51,citation,di,HLLL,M_HTp,
黄树,S6_52,citation,di,LLLM,M_LT,
青椒,S7_1,citation,di,HLLL,L_HTp,
水牛,S7_2,citation,di,LMML,L_HTs,
书包,S7_3,citation,di,HMMM,L_HTp,
买布,S7_4,citation,di,LMHL,V_LT,
苦瓜,S7_5,citation,di,MMHH,L_HTs,
黄瓜,S7_6,citation,di,MMHH,L_LT,
手机,S7_7,citation,di,LMML,L_HTs,
老店,S7_8,citation,di,LLHL,M_LT,
樱花,S7_9,citation,di,HHMM,L_HTp,
开店,S7_10,citation,di,MHHL,V_HTp,
青菜,S7_11,citation,di,HMMM,L_HTp,
小门,S7_12,citation,di,HHHL,M_HTs,
采花,S7_13,citation,di,HLLL,V_HTs,
小店,S7_14,citation,di,MMHL,M_HTs,
海带,S7_15,citation,di,LMML,L_HTs,
黄布,S7_16,citation,di,RFML,M_LT,
樱桃,S7_17,citation,di,HMMM,L_HTp,
修门,S7_18,citation,di,HHHL,V_HTp,
草莓,S7_19,citation,di,LMML,L_HTs,
老车,S7_20,citation,di,MMHH,M_LT,
书房,S7_21,citation,di,HMMM,L_HTp,
买饭,S7_22,citation,di,LLLM,V_LT,
手链,S7_23,citation,di,outlier,L_HTs,MHHH
造纸,S7_24,citation,di,LLMH,V_LT,
青豆,S7_25,citation,di,HMMM,L_HTp,
小树,S7_26,citation,di,MHHH,M_HTs,
扁豆,S7_27,citation,di,outlier,L_HTs,MHHH
黄绳,S7_28,citation,di,LLLM,M_LT,
梅花,S7_29,citation,di,MMMH,L_LT,
开锁,S7_30,citation,di,HMMM,V_HTp,
皮袄,S7_31,citation,di,MMHH,M_LT,
买茶,S7_32,citation,di,LMHM,V_LT,
油菜,S7_33,citation,di,MHHH,L_LT,
采桃,S7_34,citation,di,HHHM,V_HTs,
杨梅,S7_35,citation,di,LLLM,L_LT,
买花,S7_36,citation,di,LLHH,V_LT,
杨桃,S7_37,citation,di,LLLM,L_LT,
新店,S7_38,citation,di,HMMM,M_HTp,
皮鞋,S7_39,citation,di,LLLM,M_LT,
开路,S7_40,citation,di,HLLM,V_HTp,
黄豆,S7_41,citation,di,LLLM,L_LT,
修车,S7_42,citation,di,HMMM,V_HTp,
小车,S7_43,citation,di,MHHH,M_HTs,
老路,S7_44,citation,di,LMMM,M_LT,
新车,S7_45,citation,di,HMMM,M_HTp,
造船,S7_46,citation,di,LMHL,V_LT,
新房,S7_47,citation,di,HMMM,M_HTp,
黄花,S7_48,citation,di,LLHH,M_LT,
老房,S7_49,citation,di,LMMM,M_LT,
开门,S7_50,citation,di,MHHH,V_HTp,
新路,S7_51,citation,di,HMMH,M_HTp,
黄树,S7_52,citation,di,LLLM,M_LT,
青椒,S8_1,citation,di,HMMM,L_HTp,
书包,S8_3,citation,di,MHMM,L_HTp,
买布,S8_4,citation,di,LMHL,V_LT,
水牛,S8_2,citation,di,LMML,L_HTs,
苦瓜,S8_5,citation,di,LMML,L_HTs,
黄瓜,S8_6,citation,di,LLRF,L_LT,
手机,S8_7,citation,di,LMML,L_HTs,
老店,S8_8,citation,di,LMHL,M_LT,
樱花,S8_9,citation,di,HLML,L_HTp,
开店,S8_10,citation,di,MMHL,V_HTp,
青菜,S8_11,citation,di,HMML,L_HTp,
小门,S8_12,citation,di,MHHL,M_HTs,
采花,S8_13,citation,di,HMML,V_HTs,
小店,S8_14,citation,di,HHHL,M_HTs,
海带,S8_15,citation,di,LMML,L_HTs,
黄布,S8_16,citation,di,LHML,M_LT,
樱桃,S8_17,citation,di,HHML,L_HTp,
修门,S8_18,citation,di,MMHL,V_HTp,
草莓,S8_19,citation,di,LMML,L_HTs,
老车,S8_20,citation,di,LMHL,M_LT,
书房,S8_21,citation,di,HMML,L_HTp,
买饭,S8_22,citation,di,LLRF,V_LT,
手链,S8_23,citation,di,LMML,L_HTs,
造纸,S8_24,citation,di,LLHL,V_LT,
青豆,S8_25,citation,di,HMML,L_HTp,
小树,S8_26,citation,di,MHHL,M_HTs,
扁豆,S8_27,citation,di,LMML,L_HTs,
黄绳,S8_28,citation,di,LLRF,M_LT,
梅花,S8_29,citation,di,LLHL,L_LT,
开锁,S8_30,citation,di,HMML,V_HTp,
皮袄,S8_31,citation,di,LLRF,M_LT,
买茶,S8_32,citation,di,LMHL,V_LT,
油菜,S8_33,citation,di,LHML,L_LT,
采桃,S8_34,citation,di,MHHL,V_HTs,
杨梅,S8_35,citation,di,LLRF,L_LT,
买花,S8_36,citation,di,LLHL,V_LT,
杨桃,S8_37,citation,di,LLRF,L_LT,
新店,S8_38,citation,di,HMML,M_HTp,
皮鞋,S8_39,citation,di,LLRF,M_LT,
开路,S8_40,citation,di,HLRF,V_HTp,
黄豆,S8_41,citation,di,LLRF,L_LT,
修车,S8_42,citation,di,HMML,V_HTp,
小车,S8_43,citation,di,MHHL,M_HTs,
老路,S8_44,citation,di,LMML,M_LT,
新车,S8_45,citation,di,HMML,M_HTp,
造船,S8_46,citation,di,LMML,V_LT,
新房,S8_47,citation,di,HMML,M_HTp,
黄花,S8_48,citation,di,LLHL,M_LT,
老房,S8_49,citation,di,LMML,M_LT,
开门,S8_50,citation,di,MMHL,V_HTp,
新路,S8_51,citation,di,HMML,M_HTp,
黄树,S8_52,citation,di,LLHL,M_LT,
小黄瓜,S1_1,citation,tri,MHHHHL,1+2MH_HTs,
老青椒,S1_2,citation,tri,LMHHML,1+2MH_LT,
采梅花,S1_3,citation,tri,HHMLRF,1+2VO_HTs,
买青椒,S1_4,citation,tri,LLLLRF,1+2VO_LT,
新皮袄,S1_5,citation,tri,RFMMLL,1+2MH_HTp,
造纸厂,S1_6,citation,tri,LLMMHL,2+1VL_LT,
修门工,S1_7,citation,tri,HMMLMH,2+1VL_HTp,
老杨梅,S1_8,citation,tri,LMMMML,1+2MH_LT,
樱桃籽,S1_9,citation,tri,MHHHLL,2+1LL_HTp,
草莓籽,S1_10,citation,tri,MHHHLL,2+1LL_HTs,
黄瓜籽,S1_11,citation,tri,LLLLRF,2+1LL_LT,
小杨梅,S1_12,citation,tri,MHHHHL,1+2MH_HTs,
老樱桃,S1_13,citation,tri,LMRFML,1+2MH_LT,
新皮鞋,S1_14,citation,tri,HMLLLM,1+2MH_HTp,
采杨梅,S1_15,citation,tri,HLLLLM,1+2VO_HTs,
老黄瓜,S1_16,citation,tri,LMMMML,1+2MH_LT,
苦瓜籽,S1_17,citation,tri,MHHHLL,2+1LL_HTs,
买黄瓜,S1_18,citation,tri,LLLLMH,1+2VO_LT,
新书房,S1_19,citation,tri,HHLLLM,1+2MH_HTp,
黄瓜皮,S1_20,citation,tri,LLLLLM,2+1LL_LT,
开门人,S1_21,citation,tri,MHHHML,2+1VL_HTp,
买花人,S1_22,citation,tri,LLMHHL,2+1VL_LT,
樱桃皮,S1_23,citation,tri,MHHHML,2+1LL_HTp,
买樱桃,S1_24,citation,tri,LMHHHL,1+2VO_LT,
水牛毛,S1_25,citation,tri,MHHHHL,2+1LL_HTs,
杨桃皮,S1_26,citation,tri,FRFRMH,2+1LL_LT,
新手链,S1_27,citation,tri,HHMMML,1+2MH_HTp,
造船厂,S1_28,citation,tri,LMMHML,2+1VL_LT,
小青椒,S1_29,citation,tri,MHHHML,1+2MH_HTs,
杨梅籽,S1_30,citation,tri,LLLLHH,2+1LL_LT,
苦瓜皮,S1_31,citation,tri,MHHHML,2+1LL_HTs,
买杨梅,S1_32,citation,tri,LLLLLM,1+2VO_LT,
采樱花,S1_33,citation,tri,HMMHHL,1+2VO_HTs,
小苦瓜,S1_34,citation,tri,MHHMML,1+2MH_HTs,
新手机,S1_35,citation,tri,HHMMML,1+2MH_HTp,
修车工,S1_36,citation,tri,HHMLMH,2+1VL_HTp,
小樱桃,S1_37,citation,tri,MHHHHL,1+2MH_HTs,
青椒籽,S1_38,citation,tri,HHHMMH,2+1LL_HTp,
小水牛,S1_39,citation,tri,MHHHML,1+2MH_HTs,
采樱桃,S1_40,citation,tri,HMMMML,1+2VO_HTs,
买茶人,S1_41,citation,tri,LMMHHL,2+1VL_LT,
新书包,S1_42,citation,tri,HHLLLM,1+2MH_HTp,
开锁人,S1_43,citation,tri,HHMHHL,2+1VL_HTp,
青椒皮,S1_44,citation,tri,HHMLLM,2+1LL_HTp,
小黄瓜,S2_1,citation,tri,HHHHHM,1+2MH_HTs,
老青椒,S2_2,citation,tri,LLHHHL,1+2MH_LT,
采梅花,S2_3,citation,tri,HMMLLL,1+2VO_HTs,
买青椒,S2_4,citation,tri,LLLLLM,1+2VO_LT,
新皮袄,S2_5,citation,tri,LLLLLM,1+2MH_HTp,
造纸厂,S2_6,citation,tri,LLMMHL,2+1VL_LT,
修门工,S2_7,citation,tri,HHHHHM,2+1VL_HTp,
老杨梅,S2_8,citation,tri,LLLMML,1+2MH_LT,
樱桃籽,S2_9,citation,tri,MMMMHH,2+1LL_HTp,
草莓籽,S2_10,citation,tri,MMMMML,2+1LL_HTs,
黄瓜籽,S2_11,citation,tri,LLMMMH,2+1LL_LT,
小杨梅,S2_12,citation,tri,HHHHHL,1+2MH_HTs,
老樱桃,S2_13,citation,tri,LLLMMM,1+2MH_LT,
新皮鞋,S2_14,citation,tri,LLLLLM,1+2MH_HTp,
采杨梅,S2_15,citation,tri,LLLLLM,1+2VO_HTs,
老黄瓜,S2_16,citation,tri,LMMHHL,1+2MH_LT,
苦瓜籽,S2_17,citation,tri,HHHHMM,2+1LL_HTs,
买黄瓜,S2_18,citation,tri,LLLLLM,1+2VO_LT,
新书房,S2_19,citation,tri,MMMMHL,1+2MH_HTp,
黄瓜皮,S2_20,citation,tri,LLMMRF,2+1LL_LT,
开门人,S2_21,citation,tri,MMHHHL,2+1VL_HTp,
买花人,S2_22,citation,tri,LLLMML,2+1VL_LT,
樱桃皮,S2_23,citation,tri,MMMMMH,2+1LL_HTp,
买樱桃,S2_24,citation,tri,LLLLLM,1+2VO_LT,
水牛毛,S2_25,citation,tri,MMHHHL,2+1LL_HTs,
杨桃皮,S2_26,citation,tri,LLLLRF,2+1LL_LT,
新手链,S2_27,citation,tri,MMMMHH,1+2MH_HTp,
造船厂,S2_28,citation,tri,LLLMML,2+1VL_LT,
小青椒,S2_29,citation,tri,HHHHHH,1+2MH_HTs,
杨梅籽,S2_30,citation,tri,LLLLRF,2+1LL_LT,
苦瓜皮,S2_31,citation,tri,HHHHHL,2+1LL_HTs,
买杨梅,S2_32,citation,tri,LLLLLM,1+2VO_LT,
采樱花,S2_33,citation,tri,MMMMRF,1+2VO_HTs,
小苦瓜,S2_34,citation,tri,MHHHHL,1+2MH_HTs,
新手机,S2_35,citation,tri,MMMMHH,1+2MH_HTp,
修车工,S2_36,citation,tri,MMMMMH,2+1VL_HTp,
小樱桃,S2_37,citation,tri,MHHHHL,1+2MH_HTs,
青椒籽,S2_38,citation,tri,MMMMMH,2+1LL_HTp,
小水牛,S2_39,citation,tri,MMHHHL,1+2MH_HTs,
采樱桃,S2_40,citation,tri,MMHHHH,1+2VO_HTs,
买茶人,S2_41,citation,tri,LLLMML,2+1VL_LT,
新书包,S2_42,citation,tri,MMMMMH,1+2MH_HTp,
开锁人,S2_43,citation,tri,MMMMRF,2+1VL_HTp,
青椒皮,S2_44,citation,tri,MMMMMH,2+1LL_HTp,
小黄瓜,S3_1,citation,tri,MHHHML,1+2MH_HTs,
老青椒,S3_2,citation,tri,LLHHHL,1+2MH_LT,
采梅花,S3_3,citation,tri,LLLLLM,1+2VO_HTs,
买青椒,S3_4,citation,tri,MLMMMH,1+2VO_LT,
新皮袄,S3_5,citation,tri,MMMMMH,1+2MH_HTp,
造纸厂,S3_6,citation,tri,LLRFHL,2+1VL_LT,
修门工,S3_7,citation,tri,MMHHML,2+1VL_HTp,
老杨梅,S3_8,citation,tri,LMMMML,1+2MH_LT,
樱桃籽,S3_9,citation,tri,MMMMMH,2+1LL_HTp,
草莓籽,S3_10,citation,tri,MMMHML,2+1LL_HTs,
黄瓜籽,S3_11,citation,tri,MMMMMH,2+1LL_LT,
小杨梅,S3_12,citation,tri,MHHHHL,1+2MH_HTs,
老樱桃,S3_13,citation,tri,LLHHHL,1+2MH_LT,
新皮鞋,S3_14,citation,tri,MMMMMH,1+2MH_HTp,
采杨梅,S3_15,citation,tri,HMMLLM,1+2VO_HTs,
老黄瓜,S3_16,citation,tri,MMRFML,1+2MH_LT,
苦瓜籽,S3_17,citation,tri,MMHHML,2+1LL_HTs,
买黄瓜,S3_18,citation,tri,LLLLLM,1+2VO_LT,
新书房,S3_19,citation,tri,HHMMMH,1+2MH_HTp,
黄瓜皮,S3_20,citation,tri,LLLLLM,2+1LL_LT,
开门人,S3_21,citation,tri,MMHHHL,2+1VL_HTp,
买花人,S3_22,citation,tri,MLMHHL,2+1VL_LT,
樱桃皮,S3_23,citation,tri,MMMMMH,2+1LL_HTp,
买樱桃,S3_24,citation,tri,LLLLLM,1+2VO_LT,
水牛毛,S3_25,citation,tri,MMHHHL,2+1LL_HTs,
杨桃皮,S3_26,citation,tri,LLLLLM,2+1LL_LT,
新手链,S3_27,citation,tri,HHMMML,1+2MH_HTp,
造船厂,S3_28,citation,tri,LLMHHL,2+1VL_LT,
小青椒,S3_29,citation,tri,MMHHHL,1+2MH_HTs,
杨梅籽,S3_30,citation,tri,LLLLLM,2+1LL_LT,
苦瓜皮,S3_31,citation,tri,MMHHHL,2+1LL_HTs,
买杨梅,S3_32,citation,tri,LMMLLM,1+2VO_LT,
采樱花,S3_33,citation,tri,HMMMMH,1+2VO_HTs,
小苦瓜,S3_34,citation,tri,MMHMML,1+2MH_HTs,
新手机,S3_35,citation,tri,HMMMML,1+2MH_HTp,
修车工,S3_36,citation,tri,MMMMMH,2+1VL_HTp,
小樱桃,S3_37,citation,tri,MHRFML,1+2MH_HTs,
青椒籽,S3_38,citation,tri,MMMMMH,2+1LL_HTp,
小水牛,S3_39,citation,tri,MHHHHL,1+2MH_HTs,
采樱桃,S3_40,citation,tri,HMMMMH,1+2VO_HTs,
买茶人,S3_41,citation,tri,LLRFML,2+1VL_LT,
新书包,S3_42,citation,tri,HHMMMH,1+2MH_HTp,
开锁人,S3_43,citation,tri,MMMMRF,2+1VL_HTp,
青椒皮,S3_44,citation,tri,MMMMMH,2+1LL_HTp,
小黄瓜,S4_1,citation,tri,,1+2MH_HTs,
老青椒,S4_2,citation,tri,,1+2MH_LT,
采梅花,S4_3,citation,tri,,1+2VO_HTs,
买青椒,S4_4,citation,tri,,1+2VO_LT,
新皮袄,S4_5,citation,tri,,1+2MH_HTp,
造纸厂,S4_6,citation,tri,,2+1VL_LT,
修门工,S4_7,citation,tri,,2+1VL_HTp,
老杨梅,S4_8,citation,tri,,1+2MH_LT,
樱桃籽,S4_9,citation,tri,,2+1LL_HTp,
草莓籽,S4_10,citation,tri,,2+1LL_HTs,
黄瓜籽,S4_11,citation,tri,,2+1LL_LT,
小杨梅,S4_12,citation,tri,,1+2MH_HTs,
老樱桃,S4_13,citation,tri,,1+2MH_LT,
新皮鞋,S4_14,citation,tri,,1+2MH_HTp,
采杨梅,S4_15,citation,tri,,1+2VO_HTs,
老黄瓜,S4_16,citation,tri,,1+2MH_LT,
苦瓜籽,S4_17,citation,tri,,2+1LL_HTs,
买黄瓜,S4_18,citation,tri,,1+2VO_LT,
新书房,S4_19,citation,tri,,1+2MH_HTp,
黄瓜皮,S4_20,citation,tri,,2+1LL_LT,
开门人,S4_21,citation,tri,,2+1VL_HTp,
买花人,S4_22,citation,tri,,2+1VL_LT,
樱桃皮,S4_23,citation,tri,,2+1LL_HTp,
买樱桃,S4_24,citation,tri,,1+2VO_LT,
水牛毛,S4_25,citation,tri,,2+1LL_HTs,
杨桃皮,S4_26,citation,tri,,2+1LL_LT,
新手链,S4_27,citation,tri,,1+2MH_HTp,
造船厂,S4_28,citation,tri,,2+1VL_LT,
小青椒,S4_29,citation,tri,,1+2MH_HTs,
杨梅籽,S4_30,citation,tri,,2+1LL_LT,
苦瓜皮,S4_31,citation,tri,,2+1LL_HTs,
买杨梅,S4_32,citation,tri,,1+2VO_LT,
采樱花,S4_33,citation,tri,,1+2VO_HTs,
小苦瓜,S4_34,citation,tri,,1+2MH_HTs,
新手机,S4_35,citation,tri,,1+2MH_HTp,
修车工,S4_36,citation,tri,,2+1VL_HTp,
小樱桃,S4_37,citation,tri,,1+2MH_HTs,
青椒籽,S4_38,citation,tri,,2+1LL_HTp,
小水牛,S4_39,citation,tri,,1+2MH_HTs,
采樱桃,S4_40,citation,tri,,1+2VO_HTs,
买茶人,S4_41,citation,tri,,2+1VL_LT,
新书包,S4_42,citation,tri,,1+2MH_HTp,
开锁人,S4_43,citation,tri,,2+1VL_HTp,
青椒皮,S4_44,citation,tri,,2+1LL_HTp,
小黄瓜,S5_1,citation,tri,,1+2MH_HTs,
老青椒,S5_2,citation,tri,,1+2MH_LT,
采梅花,S5_3,citation,tri,,1+2VO_HTs,
买青椒,S5_4,citation,tri,,1+2VO_LT,
新皮袄,S5_5,citation,tri,,1+2MH_HTp,
造纸厂,S5_6,citation,tri,,2+1VL_LT,
修门工,S5_7,citation,tri,,2+1VL_HTp,
老杨梅,S5_8,citation,tri,,1+2MH_LT,
樱桃籽,S5_9,citation,tri,,2+1LL_HTp,
草莓籽,S5_10,citation,tri,,2+1LL_HTs,
黄瓜籽,S5_11,citation,tri,,2+1LL_LT,
小杨梅,S5_12,citation,tri,,1+2MH_HTs,
老樱桃,S5_13,citation,tri,,1+2MH_LT,
新皮鞋,S5_14,citation,tri,,1+2MH_HTp,
采杨梅,S5_15,citation,tri,,1+2VO_HTs,
老黄瓜,S5_16,citation,tri,,1+2MH_LT,
苦瓜籽,S5_17,citation,tri,,2+1LL_HTs,
买黄瓜,S5_18,citation,tri,,1+2VO_LT,
新书房,S5_19,citation,tri,,1+2MH_HTp,
黄瓜皮,S5_20,citation,tri,,2+1LL_LT,
开门人,S5_21,citation,tri,,2+1VL_HTp,
买花人,S5_22,citation,tri,,2+1VL_LT,
樱桃皮,S5_23,citation,tri,,2+1LL_HTp,
买樱桃,S5_24,citation,tri,,1+2VO_LT,
水牛毛,S5_25,citation,tri,,2+1LL_HTs,
杨桃皮,S5_26,citation,tri,,2+1LL_LT,
新手链,S5_27,citation,tri,,1+2MH_HTp,
小青椒,S5_29,citation,tri,,1+2MH_HTs,
造船厂,S5_28,citation,tri,,2+1VL_LT,
杨梅籽,S5_30,citation,tri,,2+1LL_LT,
苦瓜皮,S5_31,citation,tri,,2+1LL_HTs,
买杨梅,S5_32,citation,tri,,1+2VO_LT,
采樱花,S5_33,citation,tri,,1+2VO_HTs,
小苦瓜,S5_34,citation,tri,,1+2MH_HTs,
新手机,S5_35,citation,tri,,1+2MH_HTp,
修车工,S5_36,citation,tri,,2+1VL_HTp,
小樱桃,S5_37,citation,tri,,1+2MH_HTs,
青椒籽,S5_38,citation,tri,,2+1LL_HTp,
小水牛,S5_39,citation,tri,,1+2MH_HTs,
采樱桃,S5_40,citation,tri,,1+2VO_HTs,
买茶人,S5_41,citation,tri,,2+1VL_LT,
新书包,S5_42,citation,tri,,1+2MH_HTp,
开锁人,S5_43,citation,tri,,2+1VL_HTp,
青椒皮,S5_44,citation,tri,,2+1LL_HTp,
小黄瓜,S6_1,citation,tri,,1+2MH_HTs,
老青椒,S6_2,citation,tri,,1+2MH_LT,
采梅花,S6_3,citation,tri,,1+2VO_HTs,
买青椒,S6_4,citation,tri,,1+2VO_LT,
新皮袄,S6_5,citation,tri,,1+2MH_HTp,
造纸厂,S6_6,citation,tri,,2+1VL_LT,
修门工,S6_7,citation,tri,,2+1VL_HTp,
老杨梅,S6_8,citation,tri,,1+2MH_LT,
樱桃籽,S6_9,citation,tri,,2+1LL_HTp,
草莓籽,S6_10,citation,tri,,2+1LL_HTs,
黄瓜籽,S6_11,citation,tri,,2+1LL_LT,
小杨梅,S6_12,citation,tri,,1+2MH_HTs,
老樱桃,S6_13,citation,tri,,1+2MH_LT,
新皮鞋,S6_14,citation,tri,,1+2MH_HTp,
采杨梅,S6_15,citation,tri,,1+2VO_HTs,
老黄瓜,S6_16,citation,tri,,1+2MH_LT,
苦瓜籽,S6_17,citation,tri,,2+1LL_HTs,
买黄瓜,S6_18,citation,tri,,1+2VO_LT,
新书房,S6_19,citation,tri,,1+2MH_HTp,
黄瓜皮,S6_20,citation,tri,,2+1LL_LT,
开门人,S6_21,citation,tri,,2+1VL_HTp,
买花人,S6_22,citation,tri,,2+1VL_LT,
樱桃皮,S6_23,citation,tri,,2+1LL_HTp,
买樱桃,S6_24,citation,tri,,1+2VO_LT,
水牛毛,S6_25,citation,tri,,2+1LL_HTs,
杨桃皮,S6_26,citation,tri,,2+1LL_LT,
新手链,S6_27,citation,tri,,1+2MH_HTp,
造船厂,S6_28,citation,tri,,2+1VL_LT,
小青椒,S6_29,citation,tri,,1+2MH_HTs,
杨梅籽,S6_30,citation,tri,,2+1LL_LT,
苦瓜皮,S6_31,citation,tri,,2+1LL_HTs,
买杨梅,S6_32,citation,tri,,1+2VO_LT,
采樱花,S6_33,citation,tri,,1+2VO_HTs,
小苦瓜,S6_34,citation,tri,,1+2MH_HTs,
新手机,S6_35,citation,tri,,1+2MH_HTp,
修车工,S6_36,citation,tri,,2+1VL_HTp,
小樱桃,S6_37,citation,tri,,1+2MH_HTs,
青椒籽,S6_38,citation,tri,,2+1LL_HTp,
小水牛,S6_39,citation,tri,,1+2MH_HTs,
采樱桃,S6_40,citation,tri,,1+2VO_HTs,
买茶人,S6_41,citation,tri,,2+1VL_LT,
新书包,S6_42,citation,tri,,1+2MH_HTp,
开锁人,S6_43,citation,tri,,2+1VL_HTp,
青椒皮,S6_44,citation,tri,,2+1LL_HTp,
小黄瓜,S7_1,citation,tri,HHHHMM,1+2MH_HTs,
采梅花,S7_3,citation,tri,,1+2VO_HTs,
新皮袄,S7_5,citation,tri,HMMLLM,1+2MH_HTp,
造纸厂,S7_6,citation,tri,LLRFHM,2+1VL_LT,
老杨梅,S7_8,citation,tri,LMMMMM,1+2MH_LT,
樱桃籽,S7_9,citation,tri,RFMLMM,2+1LL_HTp,
草莓籽,S7_10,citation,tri,MHHHMM,2+1LL_HTs,
黄瓜籽,S7_11,citation,tri,LLMMHH,2+1LL_LT,
小杨梅,S7_12,citation,tri,HHHHHH,1+2MH_HTs,
老樱桃,S7_13,citation,tri,LMMMMM,1+2MH_LT,
新皮鞋,S7_14,citation,tri,HMMMLM,1+2MH_HTp,
采杨梅,S7_15,citation,tri,HMMLLM,1+2VO_HTs,
老黄瓜,S7_16,citation,tri,LMMMMM,1+2MH_LT,
苦瓜籽,S7_17,citation,tri,HHHMMM,2+1LL_HTs,
买黄瓜,S7_18,citation,tri,LLLLMH,1+2VO_LT,
新书房,S7_19,citation,tri,HHMMMH,1+2MH_HTp,
黄瓜皮,S7_20,citation,tri,LLMMMH,2+1LL_LT,
买花人,S7_22,citation,tri,,2+1VL_LT,
樱桃皮,S7_23,citation,tri,RFMMMM,2+1LL_HTp,
买樱桃,S7_24,citation,tri,LLLLLM,1+2VO_LT,
杨桃皮,S7_26,citation,tri,LLLMRF,2+1LL_LT,
新手链,S7_27,citation,tri,HMMMM,1+2MH_HTp,
造船厂,S7_28,citation,tri,LMRFMM,2+1VL_LT,
小青椒,S7_29,citation,tri,,1+2MH_HTs,
杨梅籽,S7_30,citation,tri,LLLLHH,2+1LL_LT,
苦瓜皮,S7_31,citation,tri,MMHHHH,2+1LL_HTs,
买杨梅,S7_32,citation,tri,LLLLLM,1+2VO_LT,
采樱花,S7_33,citation,tri,,1+2VO_HTs,
小苦瓜,S7_34,citation,tri,HHHHHH,1+2MH_HTs,
新手机,S7_35,citation,tri,HMMMMM,1+2MH_HTp,
修车工,S7_36,citation,tri,HHLLMM,2+1VL_HTp,
小樱桃,S7_37,citation,tri,HHHHHH,1+2MH_HTs,
青椒籽,S7_38,citation,tri,,2+1LL_HTp,
采樱桃,S7_40,citation,tri,HMMLLM,1+2VO_HTs,
新书包,S7_42,citation,tri,HMMLMM,1+2MH_HTp,
青椒皮,S7_44,citation,tri,,2+1LL_HTp,
老青椒,S7_2,citation,tri,,1+2MH_LT,
买青椒,S7_4,citation,tri,,1+2VO_LT,
水牛毛,S7_25,citation,tri,,2+1LL_HTs,
小水牛,S7_39,citation,tri,,1+2MH_HTs,
开门人,S7_21,citation,tri,,2+1VL_HTp,
买茶人,S7_41,citation,tri,,2+1VL_LT,
开锁人,S7_43,citation,tri,,2+1VL_HTp,
修门工,S7_7,citation,tri,,2+1VL_HTp,
小黄瓜,S8_1,citation,tri,,1+2MH_HTs,
老青椒,S8_2,citation,tri,,1+2MH_LT,
采梅花,S8_3,citation,tri,,1+2VO_HTs,
买青椒,S8_4,citation,tri,,1+2VO_LT,
新皮袄,S8_5,citation,tri,,1+2MH_HTp,
造纸厂,S8_6,citation,tri,,2+1VL_LT,
修门工,S8_7,citation,tri,,2+1VL_HTp,
老杨梅,S8_8,citation,tri,,1+2MH_LT,
樱桃籽,S8_9,citation,tri,,2+1LL_HTp,
草莓籽,S8_10,citation,tri,,2+1LL_HTs,
黄瓜籽,S8_11,citation,tri,,2+1LL_LT,
小杨梅,S8_12,citation,tri,,1+2MH_HTs,
老樱桃,S8_13,citation,tri,,1+2MH_LT,
新皮鞋,S8_14,citation,tri,,1+2MH_HTp,
采杨梅,S8_15,citation,tri,,1+2VO_HTs,
老黄瓜,S8_16,citation,tri,,1+2MH_LT,
苦瓜籽,S8_17,citation,tri,,2+1LL_HTs,
买黄瓜,S8_18,citation,tri,,1+2VO_LT,
新书房,S8_19,citation,tri,,1+2MH_HTp,
黄瓜皮,S8_20,citation,tri,,2+1LL_LT,
开门人,S8_21,citation,tri,,2+1VL_HTp,
买花人,S8_22,citation,tri,,2+1VL_LT,
樱桃皮,S8_23,citation,tri,,2+1LL_HTp,
买樱桃,S8_24,citation,tri,,1+2VO_LT,
水牛毛,S8_25,citation,tri,,2+1LL_HTs,
杨桃皮,S8_26,citation,tri,,2+1LL_LT,
新手链,S8_27,citation,tri,,1+2MH_HTp,
造船厂,S8_28,citation,tri,,2+1VL_LT,
小青椒,S8_29,citation,tri,,1+2MH_HTs,
杨梅籽,S8_30,citation,tri,,2+1LL_LT,
苦瓜皮,S8_31,citation,tri,,2+1LL_HTs,
买杨梅,S8_32,citation,tri,,1+2VO_LT,
采樱花,S8_33,citation,tri,,1+2VO_HTs,
小苦瓜,S8_34,citation,tri,,1+2MH_HTs,
新手机,S8_35,citation,tri,,1+2MH_HTp,
修车工,S8_36,citation,tri,,2+1VL_HTp,
小樱桃,S8_37,citation,tri,,1+2MH_HTs,
青椒籽,S8_38,citation,tri,,2+1LL_HTp,
小水牛,S8_39,citation,tri,,1+2MH_HTs,
采樱桃,S8_40,citation,tri,,1+2VO_HTs,
买茶人,S8_41,citation,tri,,2+1VL_LT,
新书包,S8_42,citation,tri,,1+2MH_HTp,
开锁人,S8_43,citation,tri,,2+1VL_HTp,
青椒皮,S8_44,citation,tri,,2+1LL_HTp,
新房,S1_47_di,di,di,,M_HTp,
新车,S1_45_1,1,di,,M_HTp,
老路,S1_44_2,2,di,,M_LT,
买茶,S1_32_2,2,di,,V_LT,
开路,S1_40_di,di,di,,V_HTp,
樱桃,S1_17_2,2,di,,L_HTp,
小树,S1_26_di,di,di,,M_HTs,
